ID,Official_Code,Name,Type,Category,State,LGA,Ward,Address,Status,Sources
259,"GDSS BAJOGA SOUTH","GOVERNMENT DAY SECONDARY SCHOOL BAJOGA SOUTH",senior,public,GOMBE,FUNAKAYE,"BAJOGA","BAJOGA SOUTH",active,"FUK(#413); GSU(#413)"
260,"GDSS TONGO","GOVERNMENT DAY SECONDARY SCHOOL TONGO",senior,public,GOMBE,FUNAKAYE,"TONGO","TONGO",active,"FUK(#437); GSU(#437)"
261,"GVTC BAJOGA","GOVERNMENT VOCATIONAL TRAINING CENTER BAJOGA",senior,public,GOMBE,FUNAKAYE,"FUNAKAYE","FUNAKAYE",active,"FUK(#209); GSU(#209); FCET_GOMBE(#209)"
262,"AQ NURSERY AND PRIMARY SCHOOL GOMBE BYA-PASS","ABACHA QUARTERS NURSERY AND PRIMARY SCHOOL GOMBE BYA-PASS",primary,public,GOMBE,GOMBE,"GOMBE","BYE-PASS QTRS",inactive,"GSU(#1); FCET_GOMBE(#1)"
263,"AU PRIMARY SCHOOL GOMBE","ABUBAKAR UMAR PRIMARY SCHOOL GOMBE",primary,public,GOMBE,GOMBE,"GOMBE","GOMBE",active,"GSU(#2); FCET_GOMBE(#2)"
264,"AM PRIMARY SCHOOL KUMBIYA KUMBIYA GOMBE","ALABURA MODEL PRIMARY SCHOOL KUMBIYA KUMBIYA GOMBE",primary,public,GOMBE,GOMBE,"GOMBE","GOMBE",active,"GSU(#4); FCET_GOMBE(#4)"
265,"APS SCHOOL","ARAWA PRIMARY SCHOOL",primary,public,GOMBE,GOMBE,"GOMBE","GOMBE",active,"GSU(#7); FCET_GOMBE(#7)"
266,"BP SCHOOL ALKAHIRA","BABADIDI PRIMARY SCHOOL ALKAHIRA",primary,public,GOMBE,GOMBE,"GOMBE","GOMBE",active,"GSU(#9); FCET_GOMBE(#9)"
267,"BM PRIMARY SCHOOL JEKADAFARI GOMBE","BAPTIST MODERN PRIMARY SCHOOL JEKADAFARI GOMBE",primary,private,GOMBE,GOMBE,"GOMBE","GOMBE",inactive,"GSU(#10); FCET_GOMBE(#10)"
268,"BS NURSERY & PRIMARY SCHOOL BOGO","BOGO SCIENCE NURSERY & PRIMARY SCHOOL BOGO",primary,public,GOMBE,GOMBE,"GOMBE","GOMBE",active,"GSU(#11); FCET_GOMBE(#11)"
269,"BP ACADEMY GOMBE","BOOK PLANET ACADEMY GOMBE",primary,private,GOMBE,GOMBE,"GOMBE","NASARAWO",inactive,"GSU(#429)"
270,"BP SCHOOL GOMBE","BUBAYERO PRIMARY SCHOOL GOMBE",primary,public,GOMBE,GOMBE,"GOMBE","GOMBE",active,"GSU(#12); FCET_GOMBE(#12)"
271,"BE PRIMARY SCHOOL GOMBE","BUHARI ESTATE PRIMARY SCHOOL GOMBE",primary,public,GOMBE,GOMBE,"GOMBE","GOMBE",active,"GSU(#99); FCET_GOMBE(#99)"
272,"ENPS TUDUN WADA GOMBE","ECWA NURSERY & PRIMARY SCHOOL TUDUN WADA GOMBE",primary,private,GOMBE,GOMBE,"GOMBE","GOMBE",inactive,"FCET_GOMBE(#14)"
273,"EP SCHOOL TUDUNWADA GOMBE","ECWA PRIMARY SCHOOL TUDUNWADA GOMBE",primary,private,GOMBE,GOMBE,"GOMBE","GOMBE",inactive,"GSU(#15); FCET_GOMBE(#15)"
274,"ET WADA ACADEMY GOMBE","ECWA TUDUN WADA ACADEMY GOMBE",primary,private,GOMBE,GOMBE,"GOMBE","GOMBE",inactive,"GSU(#14)"
275,"FS PRIMARY SCHOOL GOMBE","FAMILY SUPPORT PRIMARY SCHOOL GOMBE",primary,public,GOMBE,GOMBE,"GOMBE","GOMBE",active,"GSU(#410); FCET_GOMBE(#410)"
276,"FS PRIMARY SCHOOL GOMBE (MORNING SHIFT)","FAMILY SUPPORT PRIMARY SCHOOL GOMBE (MORNING SHIFT)",primary,public,GOMBE,GOMBE,"GOMBE","GOMBE",active,"GSU(#16); FCET_GOMBE(#16)"
277,"F( DEMONSTRATION PRIMARY SCHOOL GOMBE","FCE (T) DEMONSTRATION PRIMARY SCHOOL GOMBE",primary,public,GOMBE,GOMBE,"GOMBE","GOMBE",active,"GSU(#18); FCET_GOMBE(#18)"
278,"GP SCHOOL GOMBE","GABUKKA PRIMARY SCHOOL GOMBE",primary,public,GOMBE,GOMBE,"GOMBE","GOMBE",active,"GSU(#28); FCET_GOMBE(#28)"
279,"GP SCHOOL GOMBE 2","GANDU PRIMARY SCHOOL GOMBE",primary,public,GOMBE,GOMBE,"GOMBE","GOMBE",active,"GSU(#29); FCET_GOMBE(#29)"
280,"GI ACADEMY GOMBE","GATEWAY INTERNATIONAL ACADEMY GOMBE",primary,private,GOMBE,GOMBE,"GOMBE","Mile three",active,"GSU(#375); FCET_GOMBE(#375)"
281,"HK PRIMARY SCHOOL GOMBE","HAMMADU KAFI PRIMARY SCHOOL GOMBE",primary,public,GOMBE,GOMBE,"GOMBE","GOMBE",active,"GSU(#47); FCET_GOMBE(#47)"
282,"HC PRIMARY SCHOOL GOMBE","HASSAN CENTRAL PRIMARY SCHOOL GOMBE",primary,public,GOMBE,GOMBE,"GOMBE","GOMBE",active,"GSU(#48); FCET_GOMBE(#48)"
283,"HN & PRIMARY SCHOOL GOMBE","HERWAGANA NURSERY & PRIMARY SCHOOL GOMBE",primary,public,GOMBE,GOMBE,"GOMBE","GOMBE",active,"GSU(#49); FCET_GOMBE(#49)"
284,"IP SCHOOL GOMBE","IDI PRIMARY SCHOOL GOMBE",primary,public,GOMBE,GOMBE,"GOMBE","GOMBE",active,"GSU(#50); FCET_GOMBE(#50)"
285,"I","IQMIC",primary,public,GOMBE,GOMBE,"GOMBE","COMMACIAL AREA GOMBE",active,"GSU(#399); FCET_GOMBE(#399)"
286,"JW NURSERY & PRIMARY SCHOOL GOMBE (MORNING SHIFT)","JALO WAZIRI NURSERY & PRIMARY SCHOOL GOMBE (MORNING SHIFT)",primary,public,GOMBE,GOMBE,"GOMBE","GOMBE",active,"GSU(#54); FCET_GOMBE(#54)"
287,"JW PRIMARY SCHOOL GOMBE","JALO WAZIRI PRIMARY SCHOOL GOMBE",primary,public,GOMBE,GOMBE,"GOMBE","JANKAI",active,"GSU(#408); FCET_GOMBE(#408)"
288,"JA PRIMARY SCHOOL","JAURO ABARE PRIMARY SCHOOL",primary,public,GOMBE,GOMBE,"GOMBE","Jauro Abare",active,"GSU(#361); FCET_GOMBE(#361)"
289,"JT PRIMARY SCHOOL GOMBE","JAURO TUDUNWADA PRIMARY SCHOOL GOMBE",primary,public,GOMBE,GOMBE,"GOMBE","GOMBE",active,"GSU(#55); FCET_GOMBE(#55)"
290,"JP SCHOOL GOMBE","JEKADAFARI PRIMARY SCHOOL GOMBE",primary,public,GOMBE,GOMBE,"GOMBE","GOMBE",active,"GSU(#52); FCET_GOMBE(#52)"
291,"KP SCHOOL GOMBE","KAGARAWAL PRIMARY SCHOOL GOMBE",primary,public,GOMBE,GOMBE,"GOMBE","GOMBE",inactive,"GSU(#57); FCET_GOMBE(#57)"
292,"KP SCHOOL GOMBE 2","KAMARA PRIMARY SCHOOL GOMBE",primary,public,GOMBE,GOMBE,"GOMBE","GOMBE",active,"GSU(#58); FCET_GOMBE(#58)"
293,"KP SCHOOL GOMBE 3","KARANGADA PRIMARY SCHOOL GOMBE",primary,public,GOMBE,GOMBE,"GOMBE","GOMBE",active,"GSU(#60); FCET_GOMBE(#60)"
294,"KM PRIMARY SCHOOL BARUNDE","KOICA MODEL PRIMARY SCHOOL BARUNDE",primary,public,GOMBE,GOMBE,"GOMBE","GOMBE",active,"GSU(#61); FCET_GOMBE(#61)"
295,"LP SCHOOL GOMBE","LIMAN PRIMARY SCHOOL GOMBE",primary,public,GOMBE,GOMBE,"GOMBE","GOMBE",active,"GSU(#62); FCET_GOMBE(#62)"
296,"MP SCHOOL GOMBE","MADAKI PRIMARY SCHOOL GOMBE",primary,public,GOMBE,GOMBE,"GOMBE","GOMBE",active,"GSU(#63); FCET_GOMBE(#63)"
297,"MI PRIMARY SCHOOL GOMBE","MALLAM INNA PRIMARY SCHOOL GOMBE",primary,public,GOMBE,GOMBE,"GOMBE","GOMBE",active,"GSU(#64); FCET_GOMBE(#64)"
298,"MNPS GOMBE","MODEL NURSERY & PRIMARY SCHOOL GOMBE",primary,public,GOMBE,GOMBE,"GOMBE","GOMBE",active,"GSU(#409); FCET_GOMBE(#409)"
299,"MNPS GOMBE (MORNING SHIFT)","MODEL NURSERY & PRIMARY SCHOOL GOMBE (MORNING SHIFT)",primary,public,GOMBE,GOMBE,"GOMBE","GOMBE",active,"GSU(#66); FCET_GOMBE(#66)"
300,"MH COMMUNITY PRIMARY SCHOOL","MODIBBO HARUNA COMMUNITY PRIMARY SCHOOL",primary,public,GOMBE,GOMBE,"GOMBE","Checheniya",active,"GSU(#351); FCET_GOMBE(#351)"
301,"MP SCHOOL GOMBE 2","MUAZU PRIMARY SCHOOL GOMBE",primary,public,GOMBE,GOMBE,"GOMBE","GOMBE",active,"GSU(#68); FCET_GOMBE(#68)"
302,"MI YAHAYA MODEL PRIMARY SCHOOL","MUHAMMADU INUWA YAHAYA MODEL PRIMARY SCHOOL",primary,public,GOMBE,GOMBE,"GOMBE","COMPREHENSIVE DAY SCHOOL, GOMBE",active,"GSU(#380); FCET_GOMBE(#380)"
303,"NP SCHOOL GOMBE","NASARAWO PRIMARY SCHOOL GOMBE",primary,private,GOMBE,GOMBE,"GOMBE","GOMBE",active,"GSU(#69); FCET_GOMBE(#69)"
304,"NP SCHOOL JEKADAFARI GOMBE","NURUDDEEN PRIMARY SCHOOL JEKADAFARI GOMBE",primary,public,GOMBE,GOMBE,"GOMBE","GOMBE",active,"GSU(#71); FCET_GOMBE(#71)"
305,"NA ACADEMY","NURUL-AUWALAD ACADEMY",primary,private,GOMBE,GOMBE,"GOMBE","Malam Inna Gombe",active,"GSU(#348); FCET_GOMBE(#348)"
306,"OE NURSERY & PRIMARY SCHOOL GOMBE","ORJI ESTATE NURSERY & PRIMARY SCHOOL GOMBE",primary,public,GOMBE,GOMBE,"GOMBE","GOMBE",active,"GSU(#72); FCET_GOMBE(#72)"
307,"PS SCHOOL GOMBE","PACE SETTERS SCHOOL GOMBE",primary,private,GOMBE,GOMBE,"GOMBE","FEDERAL LOW COST GOMBE",active,"GSU(#400); FCET_GOMBE(#400)"
308,"PP SCHOOL GOMBE","PANTAMI PRIMARY SCHOOL GOMBE",primary,public,GOMBE,GOMBE,"GOMBE","GOMBE",active,"GSU(#73); FCET_GOMBE(#73)"
309,"PSA ACADEMY","PEN SCENT ACADEMY",primary,private,GOMBE,GOMBE,"GOMBE","NEW FEDERAL LOW-COST BEHIND CAN CENTER GOMBE GOMBE",active,"FCET_GOMBE(#430)"
310,"RN & PRIMARY SCHOOL LONDON MAI DORAWA","RAHAMA NURSERY & PRIMARY SCHOOL LONDON MAI DORAWA",primary,public,GOMBE,GOMBE,"GOMBE","GOMBE",inactive,"GSU(#76); FCET_GOMBE(#76)"
311,"RC NURSERY & PRIMARY SCHOOL GOMBE","RESOURCE CENTER NURSERY & PRIMARY SCHOOL GOMBE",primary,public,GOMBE,GOMBE,"GOMBE","GOMBE",active,"GSU(#82); FCET_GOMBE(#82)"
312,"SG NASARAWO PRIMARY SCHOOL GOMBE","SABON GARIN NASARAWO PRIMARY SCHOOL GOMBE",primary,private,GOMBE,GOMBE,"GOMBE","GOMBE",active,"GSU(#77); FCET_GOMBE(#77)"
313,"SJ PRIMARY SCHOOL GOMBE","ST. JAMES PRIMARY SCHOOL GOMBE",primary,public,GOMBE,GOMBE,"GOMBE","GOMBE",inactive,"GSU(#84); FCET_GOMBE(#84)"
314,"SAK KAGARAWAL","STANDARD ACADEMY KAGARAWAL",primary,private,GOMBE,GOMBE,"GOMBE","KAGARAWAL",inactive,"GSU(#423)"
315,"TW PANTAMI PRIMARY SCHOOL GOMBE","TUDUN WADAN PANTAMI PRIMARY SCHOOL GOMBE",primary,public,GOMBE,GOMBE,"GOMBE","GOMBE",active,"GSU(#87); FCET_GOMBE(#87)"
316,"TP SCHOOL TUNFURE","TUNFURE PRIMARY SCHOOL TUNFURE",primary,public,GOMBE,GOMBE,"GOMBE","GOMBE",active,"GSU(#88); FCET_GOMBE(#88)"
317,"UA ACADEMY GOMBE","UMMUNA AISHA ACADEMY GOMBE",primary,private,GOMBE,GOMBE,"GOMBE","ALONG EMIRE'S PALACE  DRIVE BEHING GANGA  HOUSE GOMBEHAUSE",active,"FCET_GOMBE(#429)"
318,"UP SCHOOL ALKAHIRA","UNIVERSAL PRIMARY SCHOOL ALKAHIRA",primary,public,GOMBE,GOMBE,"GOMBE","GOMBE",active,"GSU(#90); FCET_GOMBE(#90)"
319,"UM PRIMARY SCHOOL GOMBE","USMAN MEMORIAL PRIMARY SCHOOL GOMBE",primary,public,GOMBE,GOMBE,"GOMBE","GOMBE",active,"GSU(#91); FCET_GOMBE(#91)"
320,"VI SCHOOL BARUNDE","VICTORY INTERNATIONAL SCHOOL BARUNDE",primary,private,GOMBE,GOMBE,"GOMBE","NEAR ECWA CHURCH BARUNDE",inactive,"GSU(#393); FCET_GOMBE(#393)"
321,"VN & PRIMARY BARUNDE","VICTORY NURSERY & PRIMARY BARUNDE",primary,private,GOMBE,GOMBE,"GOMBE","GOMBE",inactive,"GSU(#92); FCET_GOMBE(#92)"
322,"WL NOMADIC PRIMARY SCHOOL GOMBE","WURO LADDE NOMADIC PRIMARY SCHOOL GOMBE",primary,public,GOMBE,GOMBE,"GOMBE","GOMBE",active,"GSU(#93); FCET_GOMBE(#93)"
323,"YP SCHOOL GOMBE","YELENGURUZA PRIMARY SCHOOL GOMBE",primary,public,GOMBE,GOMBE,"GOMBE","GOMBE",active,"GSU(#95); FCET_GOMBE(#95)"
324,"AM JUNIOR SECONDARY SCHOOL KUMBIYA KUMBIYA GOMBE","ALABURA MODEL JUNIOR SECONDARY SCHOOL KUMBIYA KUMBIYA GOMBE",junior,public,GOMBE,GOMBE,"GOMBE","GOMBE",active,"FUK(#3); GSU(#3); FCET_GOMBE(#3)"
325,"AI SCIENCE ACADEMY, GOMBE","ALANSAR ISLAMIC SCIENCE ACADEMY, GOMBE",junior,private,GOMBE,GOMBE,"GOMBE","UNGUWA UKU, GOMBE",active,"FUK(#521); GSU(#521)"
326,"AAG GOMBE","AMANA ACADEMY GOMBE",junior,private,GOMBE,GOMBE,"GOMBE","JAURO KUNA OPPOSITE UNIVERSITY SECOND GATE",active,"FUK(#416); GSU(#416)"
327,"BJ SCHOOL ALKAHIRA","BABADIDI JUNIOR SCHOOL ALKAHIRA",junior,public,GOMBE,GOMBE,"GOMBE","GOMBE",active,"FUK(#8); GSU(#8); FCET_GOMBE(#8)"
328,"CDSS GOMBE","COMPREHENSIVE DAY SECONDARY SCHOOL GOMBE",junior,public,GOMBE,GOMBE,"GOMBE","TUDUNWADA, GOMBE",active,"FUK(#377); GSU(#377); FCET_GOMBE(#377)"
329,"DA ACADEMY","DARUL-ARQAM ACADEMY",junior,private,GOMBE,GOMBE,"GOMBE","Federal Low-cost Gombe",active,"FUK(#347); GSU(#347); FCET_GOMBE(#347)"
330,"EA ACADEMY","EMANCIPATION ACADEMY",junior,private,GOMBE,GOMBE,"GOMBE","MALAM INNA",active,"FUK(#473); GSU(#473)"
331,"F( DEMONSTRATION JUNIOR SECONDARY SCHOOL GOMBE","FCE (T) DEMONSTRATION JUNIOR SECONDARY SCHOOL GOMBE",junior,public,GOMBE,GOMBE,"GOMBE","GOMBE",active,"FUK(#17); GSU(#17); FCET_GOMBE(#17)"
332,"FIA ACADEMY","FEENEY INTEGRATED ACADEMY",junior,private,GOMBE,GOMBE,"GOMBE","INVESTMENT QUATERS OPPOSITE GOMBE SILOS",active,"FUK(#407); GSU(#406); GSU(#407); FCET_GOMBE(#407)"
333,"G ARABIC COLLEGE JUNIOR (GAC I)","GOVERNMENT ARABIC COLLEGE JUNIOR (GAC I)",junior,public,GOMBE,GOMBE,"GOMBE","JAURO ABARE, TUDUN WADA.",active,"FUK(#418); GSU(#418)"
334,"G ARABIC COLLEGE JUNIOR (GAC II)","GOVERNMENT ARABIC COLLEGE JUNIOR (GAC II)",junior,public,GOMBE,GOMBE,"GOMBE","JAURO ABARE, TUDUN WADA.",active,"FUK(#419); GSU(#419)"
335,"GCDSS , JALO WAZIRI","GOVERNMENT COMPREHENSIVE DAY SECONDARY SCHOOL, JALO WAZIRI",junior,public,GOMBE,GOMBE,"GOMBE","JEKA DA FARI",active,"GSU(#450)"
336,"GCJSS GABUKKA","GOVERNMENT COMPREHENSIVE JUNIOR SECONDARY SCHOOL GABUKKA",junior,public,GOMBE,GOMBE,"GOMBE","GOMBE",active,"FUK(#27); GSU(#27)"
337,"GCJSS GOMBE","GOVERNMENT COMPREHENSIVE JUNIOR SECONDARY SCHOOL GOMBE",junior,public,GOMBE,GOMBE,"GOMBE","GOMBE",active,"FUK(#32); GSU(#32); FCET_GOMBE(#32)"
338,"GDJSS JAURO TUDUN WADA","GOVERNMENT DAY JUNIOR SECONDARY SCHOOL JAURO TUDUN WADA",junior,public,GOMBE,GOMBE,"GOMBE","TUDUN WADA",active,"FUK(#433); GSU(#433)"
339,"GDJSS MALAM INNA","GOVERNMENT DAY JUNIOR SECONDARY SCHOOL MALAM INNA",junior,public,GOMBE,GOMBE,"GOMBE","MALAM INNA",active,"FUK(#491); GSU(#491)"
340,"GDJSS SHEHU ABUBAKAR","GOVERNMENT DAY JUNIOR SECONDARY SCHOOL SHEHU ABUBAKAR",junior,public,GOMBE,GOMBE,"TOWN","BEHIND PANTAMI STADIUM, GOMBE",active,"GSU(#531)"
341,"GDJSS TUDUN WADAN PANTAMI","GOVERNMENT DAY JUNIOR SECONDARY SCHOOL TUDUN WADAN PANTAMI",junior,public,GOMBE,GOMBE,"GOMBE","TUDUN WADAN PANTAMI, GOMBE",active,"FUK(#513); GSU(#513)"
342,"GDJSS TUNFURE","GOVERNMENT DAY JUNIOR SECONDARY SCHOOL TUNFURE",junior,public,GOMBE,GOMBE,"GOMBE","TUNFURE",active,"FUK(#432); GSU(#432)"
343,"GD SEC, SCHOOL, JALO WAZIRI","GOVERNMENT DAY SEC, SCHOOL, JALO WAZIRI",junior,public,GOMBE,GOMBE,"GOMBE","JEKA DA FARI",active,"FUK(#450)"
344,"GDSS PANTAMI","GOVERNMENT DAY SECONDARY SCHOOL PANTAMI",junior,public,GOMBE,GOMBE,"GOMBE","PANTAMI, ALONG BY-PASS ROAD",active,"FUK(#459); GSU(#459)"
345,"GDSS SHONGO IDRISA 2","GOVERNMENT DAY SECONDARY SCHOOL SHONGO IDRISA",junior,public,GOMBE,GOMBE,"GOMBE","SHONGO IDRISA",active,"FUK(#506); GSU(#506)"
346,"GDSS WURO BIRIJI","GOVERNMENT DAY SECONDARY SCHOOL WURO BIRIJI",junior,public,GOMBE,GOMBE,"GOMBE","ALONG BY-PASS ROAD",active,"FUK(#460); GSU(#460)"
347,"GJSS BOGO","GOVERNMENT JUNIOR SECONDARY SCHOOL BOGO",junior,public,GOMBE,GOMBE,"GOMBE","GOMBE",active,"FUK(#35); GSU(#35); FCET_GOMBE(#35)"
348,"GJSS BOLARI EAST","GOVERNMENT JUNIOR SECONDARY SCHOOL BOLARI EAST",junior,public,GOMBE,GOMBE,"GOMBE","GOMBE",active,"FUK(#20); GSU(#20); FCET_GOMBE(#20)"
349,"GJSS BUHARI ESTATE","GOVERNMENT JUNIOR SECONDARY SCHOOL BUHARI ESTATE",junior,public,GOMBE,GOMBE,"GOMBE","GOMBE",active,"FUK(#21); GSU(#21); FCET_GOMBE(#21)"
350,"GJSS GABUKKA","GOVERNMENT JUNIOR SECONDARY SCHOOL GABUKKA",junior,public,GOMBE,GOMBE,"GOMBE","GOMBE",active,"FCET_GOMBE(#27)"
351,"GJSS GANDU GOMBE","GOVERNMENT JUNIOR SECONDARY SCHOOL GANDU GOMBE",junior,public,GOMBE,GOMBE,"GOMBE","GOMBE",active,"FUK(#33); GSU(#33); FCET_GOMBE(#33)"
352,"GJSS HASSAN CENTRAL GOMBE","GOVERNMENT JUNIOR SECONDARY SCHOOL HASSAN CENTRAL GOMBE",junior,public,GOMBE,GOMBE,"GOMBE","GOMBE",active,"FUK(#36); GSU(#36); FCET_GOMBE(#36)"
353,"GJSS HERWAGANA GOMBE","GOVERNMENT JUNIOR SECONDARY SCHOOL HERWAGANA GOMBE",junior,public,GOMBE,GOMBE,"GOMBE","GOMBE",active,"FUK(#34); GSU(#34); FCET_GOMBE(#34)"
354,"GJSS IDI","GOVERNMENT JUNIOR SECONDARY SCHOOL IDI",junior,public,GOMBE,GOMBE,"GOMBE","NEAR EMIRS ELD GROUND",active,"FUK(#44); FUK(#392); GSU(#44); GSU(#392); FCET_GOMBE(#44); FCET_GOMBE(#392)"
355,"GJSS JALOWAZIRI GOMBE","GOVERNMENT JUNIOR SECONDARY SCHOOL JALOWAZIRI GOMBE",junior,public,GOMBE,GOMBE,"GOMBE","GOMBE",active,"FUK(#53); GSU(#53); FCET_GOMBE(#53)"
356,"GJSS JAURO ABARE","GOVERNMENT JUNIOR SECONDARY SCHOOL JAURO ABARE",junior,public,GOMBE,GOMBE,"GOMBE","Jauro Abare",active,"FUK(#362); GSU(#362); FCET_GOMBE(#362)"
357,"GJSS JAURO TUDUNWADA","GOVERNMENT JUNIOR SECONDARY SCHOOL JAURO TUDUNWADA",junior,public,GOMBE,GOMBE,"GOMBE","GOMBE",active,"FUK(#23); GSU(#23); FCET_GOMBE(#23)"
358,"GJSS JEKADAFARI GOMBE","GOVERNMENT JUNIOR SECONDARY SCHOOL JEKADAFARI GOMBE",junior,public,GOMBE,GOMBE,"GOMBE","GOMBE",active,"FUK(#37); GSU(#37); FCET_GOMBE(#37)"
359,"GJSS KAGARAWAL","GOVERNMENT JUNIOR SECONDARY SCHOOL KAGARAWAL",junior,public,GOMBE,GOMBE,"GOMBE","GOMBE",active,"FUK(#24); GSU(#24); FCET_GOMBE(#24)"
360,"GJSS MALAM INNA GOMBE","GOVERNMENT JUNIOR SECONDARY SCHOOL MALAM INNA GOMBE",junior,public,GOMBE,GOMBE,"GOMBE","GOMBE",active,"FUK(#38); GSU(#38); FCET_GOMBE(#38)"
361,"GJSS MUAZU GOMBE","GOVERNMENT JUNIOR SECONDARY SCHOOL MUAZU GOMBE",junior,public,GOMBE,GOMBE,"GOMBE","GOMBE",active,"FUK(#39); GSU(#39); FCET_GOMBE(#39)"
362,"GJSS NASARAWO GOMBE","GOVERNMENT JUNIOR SECONDARY SCHOOL NASARAWO GOMBE",junior,public,GOMBE,GOMBE,"GOMBE","GOMBE",active,"FUK(#40); GSU(#40); FCET_GOMBE(#40)"
363,"GJSS ORJI","GOVERNMENT JUNIOR SECONDARY SCHOOL ORJI",junior,public,GOMBE,GOMBE,"GOMBE","ORJI ESTATE",inactive,"GSU(#481)"
364,"GJSS ORJI ESTATE","GOVERNMENT JUNIOR SECONDARY SCHOOL ORJI ESTATE",junior,public,GOMBE,GOMBE,"GOMBE","BAUCHI ROAD GOMBE",active,"FUK(#25); GSU(#25); FCET_GOMBE(#25)"
365,"GJSS PANTAMI","GOVERNMENT JUNIOR SECONDARY SCHOOL PANTAMI",junior,public,GOMBE,GOMBE,"GOMBE","Pantami",active,"FUK(#41); FUK(#354); GSU(#41); GSU(#354); FCET_GOMBE(#41); FCET_GOMBE(#354)"
366,"GJSS PILOT GOMBE","GOVERNMENT JUNIOR SECONDARY SCHOOL PILOT GOMBE",junior,public,GOMBE,GOMBE,"GOMBE","Gombe",active,"FUK(#357); GSU(#357); FCET_GOMBE(#357)"
367,"GJSS SABON GARIN NASARAWO GOMBE","GOVERNMENT JUNIOR SECONDARY SCHOOL SABON GARIN NASARAWO GOMBE",junior,public,GOMBE,GOMBE,"GOMBE","GOMBE",active,"FUK(#42); GSU(#42); FCET_GOMBE(#42)"
368,"GJSS TUNFURE","GOVERNMENT JUNIOR SECONDARY SCHOOL TUNFURE",junior,public,GOMBE,GOMBE,"GOMBE","TUNFURE",active,"FUK(#26); FUK(#507); GSU(#26); GSU(#507); FCET_GOMBE(#26)"
369,"GJSS YELAN GURUZA GARBA GOMBE","GOVERNMENT JUNIOR SECONDARY SCHOOL YELAN GURUZA GARBA GOMBE",junior,public,GOMBE,GOMBE,"GOMBE","BAMUSA",active,"FUK(#553)"
370,"GJSS YELANGURUZA","GOVERNMENT JUNIOR SECONDARY SCHOOL YELANGURUZA",junior,public,GOMBE,GOMBE,"GOMBE","YELANGURUZA, GOMBE",active,"FUK(#381); GSU(#381); FCET_GOMBE(#381)"
371,"GJSS YELENGURUZA","GOVERNMENT JUNIOR SECONDARY SCHOOL YELENGURUZA",junior,public,GOMBE,GOMBE,"GOMBE","GOMBE",active,"FUK(#43); GSU(#43); FCET_GOMBE(#43)"
372,"GJSS ZAGAINA","GOVERNMENT JUNIOR SECONDARY SCHOOL ZAGAINA",junior,public,GOMBE,GOMBE,"GOMBE","Zagaina",active,"FUK(#364); GSU(#364); FCET_GOMBE(#364)"
373,"GSC & TECHNICAL COLLEGE","GOVERNMENT SCIENCE & TECHNICAL COLLEGE",junior,public,GOMBE,GOMBE,"GOMBE","IDI QUARTERS",active,"FUK(#456); GSU(#456)"
374,"GVTC BOLARI-EAST","GOVERNMENT VOCATIONAL TRAINING CENTER BOLARI-EAST",junior,public,GOMBE,GOMBE,"GOMBE","KAMARA, YUSUF MAITAMA SULE STREET, GOMBE",active,"FUK(#515); GSU(#515)"
375,"GVTC GOMBE","GOVERNMENT VOCATIONAL TRAINING CENTER GOMBE",junior,public,GOMBE,GOMBE,"GOMBE","C/O GSTC GOMBE",active,"FCET_GOMBE(#432)"
376,"IY DEMONSTRATION JUNIOR SECONDARY SCHOOL GOMBE","INUWA YAHAYA DEMONSTRATION JUNIOR SECONDARY SCHOOL GOMBE",junior,public,GOMBE,GOMBE,"GOMBE","BEHIND COMMUNITY RESOURCE CENTER GOMBE",active,"FCET_GOMBE(#421)"
377,"IY DEMONSTRATION NURSERY/PRIMARY AND JUNIOR SECONDARY SCHOOL GOMBE","INUWA YAHAYA DEMONSTRATION NURSERY/PRIMARY AND JUNIOR SECONDARY SCHOOL GOMBE",junior,public,GOMBE,GOMBE,"GOMBE","LONDON ME DORAWA, BEHIND RESOURCE CENTER, GOMBE",active,"GSU(#544)"
378,"IS ACADEMY YELONGURUZA, GOMBE","IQRA STANDARD ACADEMY YELONGURUZA, GOMBE",junior,private,GOMBE,GOMBE,"YEONGURUZA  GOMBE","BEHIND SHAGO SHA BIYU YELONGURUZA",active,"FUK(#588)"
379,"JAG GOMBE","JARMA ACADEMY GOMBE",junior,private,GOMBE,GOMBE,"GOMBE","BEHIND KASUWAN GWARI, DAWAKI QUATERS GOMBE",active,"FCET_GOMBE(#431)"
380,"JI SECONDARY SCHOOL GOMBE","JIBWIS INTEGRATED SECONDARY SCHOOL GOMBE",junior,private,GOMBE,GOMBE,"GOMBE","BOLARI EAST NEAR LABOR HOUSE GOMBE",active,"FCET_GOMBE(#427)"
381,"JI SCIENCE SECONDARY SCHOOL PANTAMI","JIBWIS ISLAMIC SCIENCE SECONDARY SCHOOL PANTAMI",junior,private,GOMBE,GOMBE,"GOMBE","PANTAMI, GOMBE",active,"FUK(#376); GSU(#376)"
382,"JP PANTAMI","JIBWIS PANTAMI",junior,private,GOMBE,GOMBE,"GOMBE","PANTAMI, GOMBE",active,"FCET_GOMBE(#376)"
383,"JSS ORJI ESTATE","JUNIOR SECONDARY SCHOOL ORJI ESTATE",junior,public,GOMBE,GOMBE,"GOMBE","ORJI ESTATE",inactive,"GSU(#482)"
